,Date,Ship_Type,Route_Type,Engine_Type,Maintenance_Status,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Draft_meters,Weather_Condition,Cargo_Weight_tons,Operational_Cost_USD,Revenue_per_Voyage_USD,Turnaround_Time_hours,Efficiency_nm_per_kWh,Seasonal_Impact_Score,Weekly_Voyage_Count,Average_Load_Percentage,PCA_Cluster
1955,2023-10-01,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Critical,10.711483190938932,2468.049128203478,1444.1529914018197,5.911249880856064,Calm,222.3113813044104,129099.70445797256,498871.8346996004,40.70588808881064,0.8430514005097669,1.1704530675490814,9,52.93059790867648,0
1956,2023-10-08,Tanker,Long-haul,Diesel,Good,19.81172790890062,2091.9229107400884,1253.2151775350376,14.49166610837658,Moderate,537.3880843276775,207685.1963777319,475916.6955324176,63.38819048598261,0.1750470369386709,0.6921696136616345,1,50.20348284694651,1
1957,2023-10-15,Tanker,Transoceanic,Heavy Fuel Oil (HFO),Critical,16.413708370513326,1503.4212105620431,133.2446504429069,14.819254206091315,Moderate,240.07741901414929,243097.5130180333,473575.521532094,37.01832781275777,0.9946901934809352,0.752574635687086,9,75.2081472052124,2
1958,2023-10-22,Container Ship,Transoceanic,Steam Turbine,Fair,19.668537430902543,1525.8308890129276,984.2071024184112,14.763217673411717,Moderate,1724.9040297409915,424123.4769004451,882327.6927478485,45.8250270790738,1.1171023346581754,1.3187686201571744,5,85.17387267447657,0
1959,2023-10-29,Tanker,Transoceanic,Heavy Fuel Oil (HFO),Good,18.235788391080558,610.7985532716447,1943.196604335615,9.124563083253427,Rough,1613.724478928832,294068.64769863844,910479.819438447,52.65406306604499,0.1320357161253532,1.0067647048755215,5,99.46776751320098,1
1960,2023-11-05,Fish Carrier,Short-haul,Diesel,Fair,10.08975402829478,639.3984044152405,1359.4169009545838,7.979124577284663,Moderate,493.606713765021,38915.33060175745,798715.053694598,43.84022112171459,0.6988288543930654,1.3174628586974635,8,80.2813101284234,1
1961,2023-11-12,Tanker,Short-haul,Diesel,Critical,22.935429380486102,2236.190486789469,1095.8086477089694,13.30216713493475,Calm,1986.360557346794,316401.38610083284,615802.5113430952,52.11841258104008,0.4998774488124349,0.6066713923298617,7,64.16981377535116,1
1962,2023-11-19,Fish Carrier,Long-haul,Steam Turbine,Critical,24.488579230231004,2495.0450463849947,466.08911194614535,11.938576243537844,Rough,1587.3323731162752,245181.81849911768,827091.8222093654,12.11995709510238,1.3047888976962454,0.6259227006279899,9,98.61460522936464,0
1963,2023-11-26,Container Ship,Short-haul,Steam Turbine,Fair,20.64605586520401,790.0437893376557,1488.2007720863055,9.9440283017168,Moderate,1100.4007427365814,175981.4781909168,492163.6237153359,45.60446531092261,0.343529517282352,1.139619855788963,5,69.1220405369688,1
1964,2023-12-03,Bulk Carrier,Short-haul,Steam Turbine,Fair,19.17563951661882,1597.339028936292,296.1366389498478,10.615781308092323,Calm,489.3831590024344,158000.3844551399,388094.220920476,26.978303263973487,0.8361502829630957,1.090022767143078,3,61.6237217059779,2
1965,2023-12-10,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,17.32343641627282,547.4010544641959,1025.834357098448,12.310059718457854,Calm,1066.39531291319,192960.36387550645,534922.7507040831,35.316290183417586,0.893164184100174,0.9024499298822,8,96.20255969155542,1
1966,2023-12-17,Container Ship,Coastal,Steam Turbine,Critical,21.36665082058193,1152.1754413667538,242.73590603664607,10.66627639715589,Rough,1901.9695510477743,80253.09900671642,240535.6424998485,19.110545776535677,0.7977292662508247,1.454865853408041,2,95.86185981820262,2
1967,2023-12-24,Tanker,Transoceanic,Diesel,Good,11.305008536202449,983.5395066975742,591.5263841643635,9.131420379511516,Calm,1238.2724911906964,466135.3474677104,790640.6063319278,20.90860035093437,1.1467735157131942,0.5176770416970016,7,98.80480659429112,0
1968,2023-12-31,Fish Carrier,Short-haul,Diesel,Fair,13.829295521358594,2393.081988501179,945.244301120054,11.27112318033594,Moderate,1084.0674513767744,217467.4473002782,481654.376496406,21.20413413046501,1.4676175218808951,1.328684452493203,9,52.00929287022225,0
1969,2024-01-07,Container Ship,Transoceanic,Heavy Fuel Oil (HFO),Fair,21.35298741007689,542.0028305919707,120.0815227848606,6.659229397471236,Calm,1866.10311055818,245790.81876587548,968204.2689078874,65.3261680605618,0.9153576746097868,0.9244356295245114,6,98.13729601323328,1
1970,2024-01-14,Tanker,Coastal,Heavy Fuel Oil (HFO),Critical,23.8847313927735,2952.3425641900426,1921.9522717563395,9.215725591917485,Moderate,1036.8126403876763,167965.92477133285,816045.9172634355,48.113565549787005,1.197761426468081,1.3946440581144874,4,95.80120793966948,0
1971,2024-01-21,Fish Carrier,Transoceanic,Steam Turbine,Critical,14.443763405577595,1742.5603230544198,1017.8316605920556,13.97080904353444,Rough,1458.2956904586786,238033.2522384918,244529.56575333656,49.94020084999805,0.2813377293879624,0.6438364024852419,9,86.90608996271447,2
1972,2024-01-28,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,13.647264140202342,1059.0795189063929,1062.4816556358137,9.272509243503396,Calm,464.44134628323263,385715.9439614525,264924.9326767396,55.87507626248897,1.3920118960789496,0.9247315657209156,8,88.08396915052262,2
1973,2024-02-04,Fish Carrier,Long-haul,Steam Turbine,Good,14.294837772263202,2141.752401915125,267.32391712361465,13.061464980641787,Calm,661.202539951921,413465.8975964576,249796.4129592962,38.16253404208042,1.19250750350424,1.1636165277823602,2,73.1825513604398,2
1974,2024-02-11,Bulk Carrier,Short-haul,Diesel,Fair,16.32673645205268,1095.581576916746,1931.8097080873565,9.655236486050429,Calm,857.189396270494,301875.4955474132,686273.5040063829,60.53223916853001,0.3049209024360823,1.026380728530344,9,57.145231230961365,1
1975,2024-02-18,Tanker,Long-haul,Steam Turbine,Critical,12.695535083174168,2795.215574817736,1228.3775031572727,13.830252863878114,Moderate,1375.7455638226832,278076.86358088325,503728.6538844627,48.854133018098416,0.8573970234940168,1.0628571680641246,8,56.23940522867644,0
1976,2024-02-25,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,17.869216248406907,567.2013131013524,649.9167742266627,8.277279813261686,Moderate,1528.0106368364477,386815.7074532135,254406.7564845278,16.40245564849014,0.2866719274576356,0.7953059906702986,7,60.91018544008224,2
1977,2024-03-03,Fish Carrier,Coastal,Diesel,Fair,21.59517616493616,683.5087340063283,288.32863755229573,8.581678578549994,Moderate,1767.777082387054,31446.254044140194,186458.3265128328,39.28910475704597,0.8514780550035406,1.1812463858306923,2,57.09388269214521,2
1978,2024-03-10,Bulk Carrier,Coastal,Heavy Fuel Oil (HFO),Critical,13.247626339386184,2425.645914819785,1205.6786606179958,12.733854645272784,Calm,1523.1937293301428,28938.79425995744,243846.59953527703,61.21375948038804,0.988649497773074,0.9283446297950204,1,96.86970252402686,0
1979,2024-03-17,Container Ship,Coastal,Diesel,Critical,12.329123517563366,2854.356961939044,1879.035911067576,10.013232326650554,Moderate,241.7111936957594,89414.07198630113,218968.588555741,41.7971056823915,1.1505564206716703,1.460999295650379,3,77.95082408309682,0
1980,2024-03-24,Container Ship,Coastal,Steam Turbine,Good,11.863689789356329,1691.9354947883792,1942.3867399121616,5.263425972319591,Calm,172.79395532635135,371582.3068928685,537972.2044030239,60.11575590779995,0.9624339464979992,0.6998709711882425,8,70.8214870502336,0
1981,2024-03-31,Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Fair,20.84212015925103,1603.1086364358075,521.2848633581472,5.318428677245778,Calm,1396.8968469845145,374122.5865064932,890034.0890427905,33.4336211085459,0.4735049686577431,0.821092585166743,3,90.06494009233634,1
1982,2024-04-07,Bulk Carrier,Long-haul,Diesel,Critical,16.667482936873707,1406.6560851660029,177.75252583599783,6.869320289618804,Rough,642.6789785502118,496095.7115175373,234490.3795963596,31.409141309749888,1.4912440939653366,0.5312639100950858,1,96.8559412612404,2
1983,2024-04-14,Fish Carrier,Coastal,Diesel,Good,22.49810686611614,2437.346278357156,173.72309753247214,10.340356939765748,Rough,798.0819922300915,383393.2917139357,288063.939752555,14.790060128029069,1.370019767898839,0.6547233150123943,3,81.76102948089968,2
1984,2024-04-21,Container Ship,Short-haul,Diesel,Fair,21.882384765030324,2714.981442012277,1485.841530929736,9.329678064686878,Moderate,1217.2359005787166,214773.15767526292,169306.7208843138,19.49139743800061,1.050291162163936,1.198648015500555,7,56.49752113322197,0
1985,2024-04-28,Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Critical,15.234558746796017,1486.2517567081186,219.09640378315316,13.308103756605474,Rough,782.1322086474236,384875.5238908463,407688.3053397027,16.871773514755965,1.138634315161827,1.2463633253255375,3,64.14052959376113,2
1986,2024-05-05,Tanker,Coastal,Diesel,Fair,21.77735292851139,850.5580860398284,1788.4542839351936,14.545327838233511,Rough,1751.065025426098,496323.3118356921,541539.1677251998,67.8435648745112,0.900129389367363,1.3195223790527748,5,60.27171741896937,0
1987,2024-05-12,Fish Carrier,Long-haul,Steam Turbine,Critical,12.004611427492364,1364.5113283158112,1897.53417556964,9.426086702272336,Moderate,1039.257369470677,193974.65918387452,427351.7248207291,23.16005585026368,0.7711802507515249,0.6433001737155454,7,86.8780878560278,0
1988,2024-05-19,Fish Carrier,Short-haul,Diesel,Fair,14.159923589237494,1804.4329626945628,158.18507443483662,10.54227474665463,Calm,300.37001885073585,285124.8814731006,116791.46137228965,52.87949932591418,1.3184866669940083,1.3139753206274016,1,56.57471821647093,2
1989,2024-05-26,Tanker,Coastal,Diesel,Critical,24.04286790517176,2215.464279556787,982.7245521411012,9.779514602896615,Rough,1140.3448111738762,30884.176281192296,713559.5083375953,17.775665084696673,0.5905540739425937,0.852956147876381,4,51.231354519420734,1
1990,2024-06-02,Tanker,Short-haul,Heavy Fuel Oil (HFO),Critical,10.425551710954457,1722.6705273857783,506.5713679228064,10.926735637887814,Rough,520.4693315695138,30717.671874879463,293446.81317782856,29.547829418220804,0.1278922551533078,1.4587040321028752,5,62.428450966343405,2
1991,2024-06-09,Bulk Carrier,Transoceanic,Diesel,Good,17.36440649625319,2031.6627801070103,1971.068254651553,11.066689664746187,Rough,607.477350816584,352068.71144694294,806324.3747407639,70.40967912167703,0.7374851499991044,0.5436566166723232,7,53.747618782789154,0
1992,2024-06-16,Fish Carrier,Long-haul,Diesel,Fair,21.243173252628864,622.7326003209778,392.802816568993,10.863239386725558,Rough,786.4392105025603,174514.82512012357,982481.3665953992,56.34982908457481,1.036178818649511,0.6344410988411561,6,85.10708740107953,1
1993,2024-06-23,Fish Carrier,Short-haul,Diesel,Fair,10.68247496392594,1692.8734835574842,441.9616977199677,6.69303835912162,Moderate,422.1697782816244,128508.92462336965,652248.5777804586,55.91860751749154,1.1762113758854005,0.6466044513124625,1,81.21530960946185,2
1994,2024-06-30,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,18.53232661107226,2481.0273435502854,603.3758710049219,11.000962166337615,Rough,421.349135172464,106094.95815278968,454322.338056494,60.93504260402588,0.3064561369597095,0.5509827320729905,9,72.41839215269525,1
1995,2023-06-04,Fish Carrier,Short-haul,Diesel,Fair,21.327972351223067,1623.3930979414597,1001.759894254055,5.915121781500251,Moderate,194.98769066561331,130438.92843609495,217069.6869709225,38.70779399884583,0.6984227035813371,0.9309592196491112,8,89.33946068961498,2
1996,2023-06-11,Container Ship,Short-haul,Diesel,Critical,12.73922751669251,2418.3117963479235,207.33304710467505,13.561714031255365,Moderate,575.234331507057,173213.30439053808,576261.7938849485,46.59900454879171,1.0871372022132442,0.951478408629312,1,54.23834488362914,2
1997,2023-06-18,Tanker,Long-haul,Diesel,Fair,23.01757363747061,2559.541901195681,1297.461378895459,9.58744450869001,Moderate,701.1641800234196,435894.0867114132,321004.8041045359,13.22277012137417,1.46806709888701,1.4845522609357162,8,52.4904033461668,0
1998,2023-06-25,Container Ship,Coastal,Steam Turbine,Fair,12.850992222596457,1617.0044421650323,1668.637275374374,6.395303390139685,Rough,609.2106922313848,119236.7749449776,722953.855517834,12.75374523492309,0.4417787853694516,1.1798289665410289,6,52.61545780430838,1
1999,2023-07-02,Fish Carrier,Coastal,Diesel,Fair,20.133589180132446,999.6398862311868,1259.1625670159713,12.504640342929529,Rough,1395.32128963509,267758.3615589506,950118.1348634248,31.473121434043996,0.9201994149476566,0.7294861071085078,2,59.55031256625992,1
2000,2023-07-09,Container Ship,Long-haul,Steam Turbine,Fair,11.216124949573947,1234.9959723251477,989.4098247415244,6.010472861489631,Rough,1662.433536063465,181083.317953644,434311.9545676845,70.99641629180408,1.1593111857562408,0.8092979408975461,5,52.03077780687192,2
2001,2023-07-16,Fish Carrier,Short-haul,Steam Turbine,Fair,21.429737920142557,1488.7576437440532,1001.160244698487,12.284147739658207,Moderate,523.7436036107388,324736.0578132352,214572.5329853222,29.131241845657545,0.6308968867051692,0.8241174882507747,5,57.89810609530981,2
2002,2023-07-23,Bulk Carrier,Coastal,Heavy Fuel Oil (HFO),Fair,18.44539507919541,2235.346281302432,1369.9751351866123,8.88855535442456,Moderate,1211.9751935804295,481815.4692253736,412056.9388003445,12.151827307040255,0.1462204887480798,1.0547434061307857,6,90.58489393496842,0
2003,2023-07-30,Container Ship,Long-haul,Diesel,Critical,12.529396281959857,2669.7474885332795,341.2309017094859,5.869381377404976,Moderate,1876.154323774672,410441.43981181656,814957.5001961943,35.50852332225631,0.1650325918965646,1.2422823493379125,2,94.2348288852092,0
2004,2023-08-06,Tanker,Long-haul,Diesel,Fair,13.223672398605732,836.9178156950528,1612.1140606894205,8.172067875793298,Moderate,1431.9460468575362,297963.70311066497,411062.2122909965,70.05888052152133,1.0990355463089687,1.191137244401477,9,69.0079414839553,0
2005,2023-08-13,Container Ship,Transoceanic,Diesel,Fair,21.00441935172052,560.3667837571622,1652.796659295605,12.390605200002067,Moderate,1726.4601204631235,49643.6100826616,572288.4226448264,12.005279717084107,0.8888372694929183,0.7208307842587472,4,90.6887587249987,1
2006,2023-08-20,Container Ship,Long-haul,Diesel,Good,14.58817558566208,640.0360324078925,304.9095858253629,11.234935319691145,Moderate,1928.734818394578,348907.9222068241,333903.5639751237,62.41938854640293,0.8814007535903233,0.8075541742429425,5,75.56891202836412,2
2007,2023-08-27,Fish Carrier,Long-haul,Steam Turbine,Fair,21.578855578285044,1026.958661992323,1479.5624403271609,5.680849526380339,Moderate,576.7703128793094,346646.7122929088,568524.2936137097,37.96609555458164,0.4039833449094617,1.203783378779126,1,70.11149370748664,1
2008,2023-09-03,Fish Carrier,Long-haul,Steam Turbine,Fair,20.645417528230823,1426.068514987593,327.64035793202686,6.067649275127139,Calm,1099.0311696104102,150144.72870370885,714191.0739664123,60.28683131330288,0.928479060894039,0.6436011791606139,6,83.21158385283293,1
2009,2023-09-10,Container Ship,Coastal,Diesel,Good,11.762421675286951,1328.2548969656975,1984.25687742496,8.788323030697207,Rough,1875.7127192828843,158801.90377084154,885588.2465464728,51.24755860884957,1.3394679949573145,1.4610257611394246,5,99.12011272047886,0
2010,2023-09-17,Container Ship,Long-haul,Steam Turbine,Critical,14.030213978057883,632.1689343963034,276.66881299578347,10.726107774143744,Rough,770.1047360244274,92854.88531239312,173473.50793307688,15.473974652522196,0.3503022612205195,0.5083039143581369,1,60.10181543203558,2
2011,2023-09-24,Fish Carrier,Long-haul,Steam Turbine,Fair,21.408271765373748,2285.419132249057,1340.5008033290849,7.049652932605055,Rough,291.85084429674214,197510.8249647641,320968.75438289467,25.994531940410777,0.5657641683808815,0.6894627842498334,7,56.06359673252491,1
2012,2023-10-01,Container Ship,Short-haul,Steam Turbine,Fair,22.85378464852477,2784.082192114788,1861.4865186126367,9.060243041276568,Rough,669.8554583851641,33459.38890057089,738120.2568713225,67.82846639606689,0.8149189927755105,0.5720857768656439,2,53.84869915665276,1
2013,2023-10-08,Container Ship,Long-haul,Steam Turbine,Critical,17.50453793211462,2475.260737535903,1048.212956194925,6.485080152262015,Rough,992.921268334989,29635.239699220198,363713.43939179496,32.50428467475842,0.646872599804514,1.1745477174377612,9,70.61453182183095,1
2014,2023-10-15,Tanker,Transoceanic,Diesel,Good,19.16668725998599,2733.575152054994,1682.0688180042791,6.7866279989213805,Calm,1992.5439232562007,276521.9189430965,987557.5933934832,18.57587487110264,0.687795902800099,1.183928418572768,3,72.83700884447791,0
2015,2023-10-22,Tanker,Transoceanic,Steam Turbine,Good,10.234069636925772,2899.776905075253,408.6530365585927,11.595879139431268,Moderate,1587.4715658542375,103324.93628019506,639616.7293906198,64.31131587977245,0.352533560684355,0.5235752474113828,2,79.29973616754799,1
2016,2023-10-29,Tanker,Short-haul,Heavy Fuel Oil (HFO),Fair,20.43078726116376,525.8233551476305,1396.7693701703724,5.565567697336448,Moderate,441.2016575373076,338124.11516743567,891304.6737671233,40.64550450553743,1.0815716128086716,0.9687952813253112,9,67.30421220554688,1
2017,2023-11-05,Bulk Carrier,Coastal,Diesel,Critical,11.223581382018583,894.1126188885253,1258.1814158519646,7.299776453944487,Moderate,59.5960997707363,437413.82385733497,590701.3152538727,19.206101366489687,0.1683946781995889,0.51006395399747,8,91.21553078448122,2
2018,2023-11-12,Bulk Carrier,Coastal,Steam Turbine,Fair,22.50770932677861,2594.234129876896,429.0160292537121,12.02502585203728,Rough,794.1558575906065,239427.54389577024,275221.5005424131,22.000862108282465,0.994308583322288,1.3506281594381817,3,79.46716095589014,2
2019,2023-11-19,Tanker,Short-haul,Diesel,Fair,17.0271899662378,1717.9911185701394,626.1912638993073,7.310581619854485,Calm,286.3293662098074,330220.6354198608,472776.8176084092,38.58075287997858,0.6659224473792152,0.7946494388849413,7,58.38458219536615,2
2020,2023-11-26,Tanker,Coastal,Steam Turbine,Critical,21.91404075938816,581.3400874460322,1675.7817958467335,11.48417667766257,Calm,168.8746345332435,432639.40873270185,580979.0852137607,64.10258908153114,1.3427065418293964,0.8785053683428663,7,60.37527274552544,0
2021,2023-12-03,Fish Carrier,Transoceanic,Diesel,Good,11.947286743026456,1623.671992397954,617.2880554503711,8.215002440796598,Rough,1883.927612061025,150963.16888876917,988895.87368914,48.1203244804541,0.5908353705704914,0.9806740311095944,6,97.87782259070984,1
2022,2023-12-10,Bulk Carrier,Short-haul,Steam Turbine,Fair,14.839862258525397,2367.8463633135675,58.98346319928776,7.353079895832497,Rough,790.7143720281967,475457.1677033644,689781.0030223487,51.30706930430017,0.8566372126042484,1.0932846390364162,2,63.80668121529068,2
2023,2023-12-17,Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,20.346377730918334,2205.5424470985768,1818.3350052104856,5.617519452148421,Moderate,350.98392702007027,83751.53404935049,330691.1890751992,22.85967151752302,1.4250817547723091,0.7515735935812051,8,87.66696936116944,0
2024,2023-12-24,Container Ship,Long-haul,Heavy Fuel Oil (HFO),Critical,19.272825648204467,1430.9216924567868,1314.7168633455026,5.589469911853601,Moderate,798.2290025774228,80683.17775554761,886853.7643148741,28.48480296203961,0.7478567846769117,1.364908917251352,3,63.62385512150445,1
2025,2023-12-31,Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Fair,18.04109586990127,1458.346699719368,1066.919782492936,14.71817637760388,Moderate,1742.16530511963,72351.67789970501,592578.8556023011,24.54469966439005,1.0277075006453378,1.4913923555539208,6,50.56695969561165,1
2026,2024-01-07,Bulk Carrier,Transoceanic,Diesel,Fair,17.48105931330402,1031.7526423031402,394.5117966500655,5.9818605970303205,Moderate,794.8731191398048,346641.5297947324,694702.3348952653,30.48213084641,1.4959256837503063,1.0724980577283674,6,55.04568359984477,2
2027,2024-01-14,Fish Carrier,Short-haul,Steam Turbine,Critical,16.129185691858705,2957.213484867829,976.5179159669854,9.769936334901075,Rough,504.8186863252984,137128.35869283017,74285.75954084555,63.18971159579722,0.7955875787968899,0.7905187186589956,2,67.62791913267966,2
2028,2024-01-21,Container Ship,Long-haul,Steam Turbine,Fair,19.798277511899,655.289498237956,932.872973697967,14.749124124144243,Rough,72.01507122697313,433878.0490228408,85489.6180405793,19.006069534963387,1.0754574000276558,1.1302650071150018,8,92.1770212944503,2
2029,2024-01-28,Bulk Carrier,Transoceanic,Diesel,Critical,19.167073396700037,839.592349796293,194.62815345483529,7.036702365730461,Rough,1948.3433132018977,265669.231031071,575375.3200378134,26.201431597032368,1.3581334985006446,1.2337970215753031,5,76.92469610845535,2
2030,2024-02-04,Container Ship,Short-haul,Steam Turbine,Good,13.96961186150492,648.5775422643143,1270.4734523178777,9.00965273972476,Moderate,394.0997947658133,467680.4997294739,300913.5296581907,49.84399335293085,0.8856948885496734,0.8744463589894672,8,66.39883730476936,2
2031,2024-02-11,Tanker,Long-haul,Diesel,Critical,22.870047295606565,1251.139979955915,895.3344271257104,10.499847119921604,Calm,400.7646262147904,260291.1683181239,54735.28838751366,54.28879888079979,1.4060635422307226,0.9832649564253464,3,78.95243304884423,2
2032,2024-02-18,Tanker,Long-haul,Heavy Fuel Oil (HFO),Critical,20.11511145533873,2266.627780495593,1430.8148925460343,12.805701069048324,Rough,972.7166718404616,321487.93953995267,872689.0858748936,69.02175823441655,1.1763421746773062,1.2156297677289962,7,86.21787425971574,0
2033,2024-02-25,Container Ship,Coastal,Steam Turbine,Fair,11.922527788700537,2678.2546576884924,98.37001275784584,14.917858718021588,Moderate,289.5727010955663,205849.7771614433,650843.9484569214,22.85924364559433,0.5487483632075507,1.3259120005646314,3,50.62020487448377,2
2034,2024-03-03,Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Good,17.819298101225257,1065.619942372516,1573.0261457187762,13.368401670499305,Calm,1268.948705228973,352409.2785550711,75368.38085807323,51.72425042469008,0.7174793124079043,1.1779824572033235,9,58.9296849766571,2
2035,2024-03-10,Fish Carrier,Coastal,Steam Turbine,Good,14.06576556678771,2444.8437197810786,794.2393345352707,12.932077472204488,Moderate,276.73295845354903,154774.35290720538,578351.1129972622,42.35203853719585,1.020460222692579,1.4715894091935249,8,87.66243642036952,0
2036,2024-03-17,Tanker,Short-haul,Heavy Fuel Oil (HFO),Critical,16.54363034296741,2094.8603436229705,408.6731345985784,12.599379187647484,Moderate,1013.8464183371648,351423.88226595754,840258.5794967534,27.83765248867202,1.0448925280030643,1.4058244584968569,9,59.27269301981986,0
2037,2024-03-24,Fish Carrier,Coastal,Steam Turbine,Fair,21.97321876127701,1441.433885591542,840.3147002691057,14.066573575516957,Calm,1105.5214966023298,177543.1250197706,530875.8534662343,16.586969062678868,0.3585132677468661,0.7108997131005186,8,78.33352787413114,1
2038,2024-03-31,Bulk Carrier,Transoceanic,Diesel,Fair,17.94217681668043,1149.5893887958891,414.5228805435792,12.790757017615595,Calm,795.6776929996867,224903.66102118333,769349.8691656209,43.44302266010023,1.0505665909808246,0.511209412768416,4,80.71783600684091,2
2039,2024-04-07,Fish Carrier,Transoceanic,Diesel,Critical,11.95873202231682,997.3261724357768,632.7734105971596,5.627151881597189,Calm,791.9882876316088,351471.22988049,977643.460033856,16.498701753364596,0.5341695311597602,0.5000240316038699,6,77.01752407435961,1
2040,2024-04-14,Fish Carrier,Long-haul,Diesel,Critical,17.64992380555491,2280.022955351756,1457.3528973735065,5.402823058215224,Moderate,174.1380047986426,164982.50971058267,876810.8188731568,36.8047294934738,1.4624117019583465,0.6169892233639244,3,80.03650088684878,0
2041,2024-04-21,Fish Carrier,Short-haul,Steam Turbine,Good,23.133513983713964,2824.659094513899,1204.8210708169777,5.974526427736189,Calm,119.91567105833218,255133.25248542917,499913.7293217004,27.033384890601408,0.2557556181560884,0.5012319323599779,8,59.49862649305855,1
2042,2024-04-28,Bulk Carrier,Short-haul,Heavy Fuel Oil (HFO),Fair,14.560957847607336,2746.734269381742,1302.1908164262873,6.311554188464394,Rough,562.6439894206966,219458.88929620237,561187.1036787352,36.062969501801646,1.3975455372737402,0.6367246586191551,9,62.24932614018996,0
2043,2024-05-05,Container Ship,Long-haul,Steam Turbine,Fair,11.063313206929063,2159.902366154281,972.4654870252922,10.939568679331506,Calm,609.6225679375646,199776.96928541455,721503.5227519659,65.14761618622354,0.8429818328692391,1.481304553592074,3,60.85740909400884,0
2044,2024-05-12,Tanker,Short-haul,Diesel,Critical,17.773800500101014,1414.4227989968906,1456.8224470856478,5.812745774904959,Moderate,1988.1854299403385,254172.7842610052,864918.3489496842,18.91141357714705,0.1510187604546821,1.2700456431280116,4,74.41102003326515,1
2045,2024-05-19,Container Ship,Short-haul,Steam Turbine,Critical,11.479304495182394,871.7186707302475,921.1954863464476,8.328468931053099,Calm,1106.8292727322987,21054.74264322641,134540.80805585207,24.421239749589866,0.4157668836848389,1.2709952003631235,7,81.0068180077719,2
2046,2024-05-26,Fish Carrier,Transoceanic,Steam Turbine,Fair,18.319565664746648,693.0103412053863,54.767087226730574,5.089310296105567,Rough,845.1193588571846,216591.66529055432,864876.7575697635,39.99262134028171,0.569565879337204,0.6801761584989315,2,63.67540981346164,1
2047,2024-06-02,Container Ship,Coastal,Steam Turbine,Good,22.57951617049329,909.5768808096512,1208.6862954123665,12.1001253317545,Rough,1971.7537991054148,493631.2280584807,545684.1163207968,32.262829496898945,1.299724991334642,1.1834670546845527,6,87.96166748944265,0
2048,2024-06-09,Container Ship,Long-haul,Diesel,Critical,21.041769364392703,2852.661283442507,1806.548264585752,14.299249622654251,Moderate,324.23766453680935,98110.5423481973,845508.1750474939,58.61072009632834,0.9792489231407308,0.9013029079196484,2,82.36202897816985,1
2049,2024-06-16,Bulk Carrier,Coastal,Heavy Fuel Oil (HFO),Fair,14.56423728814476,2330.8165990050647,1237.9573752007268,13.275115906818018,Rough,1974.4074687655652,54741.83201030365,94222.99980746204,36.39106226833391,0.3565009500351347,1.2834953429395743,2,78.03595652103205,2
2050,2024-06-23,Container Ship,Coastal,Diesel,Critical,22.162516525392697,1585.233273797447,1040.7150103834815,12.648068806020056,Rough,1366.887648398839,222332.8901045111,752401.8994072269,26.489503885162694,0.8342341999144831,0.9974821913466392,9,61.26908820316329,1
2051,2024-06-30,Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Critical,18.4267678091557,1603.4046971947137,237.5877456289327,6.90146099209048,Moderate,1643.8280244015746,217130.4896410504,859160.1019279775,13.616575147835846,0.3625484164240926,1.4968636909777082,1,97.52800351336056,1
2052,2023-06-04,Bulk Carrier,Transoceanic,Diesel,Fair,20.119527894196267,702.878948119257,1922.9770943012184,5.124133894890485,Rough,1549.107865569483,460288.79381114687,501944.774793252,38.0540943200131,1.1786274971170156,1.1702902906092234,8,65.69649952659488,0
2053,2023-06-11,Fish Carrier,Coastal,Diesel,Good,24.0459410634165,2634.9520500161293,652.8337627441786,10.664279615236742,Moderate,1747.061215514084,300995.4488375536,327191.83862375905,44.18014278117668,1.1975400680252024,1.4689365333622586,4,94.21964263247176,2
2054,2023-06-18,Fish Carrier,Long-haul,Diesel,Critical,14.599432925401649,1038.629599231837,245.83997679124232,7.340154900940235,Rough,1125.5940203767404,245897.99478234997,71786.56420980021,66.88462882717154,1.3103506779403205,1.4821500854832927,9,94.43705174984515,2
2055,2023-06-25,Bulk Carrier,Long-haul,Diesel,Good,17.600588345898718,1612.8316091032282,155.17850698364026,7.550190385775595,Calm,1157.5055106726818,35412.37227264358,320876.8875910178,66.24591677628604,0.245314140341067,1.4706563983295349,8,70.8669897205802,2
2056,2023-07-02,Fish Carrier,Long-haul,Diesel,Fair,13.058484021130504,585.1066861818886,1231.8206487111725,6.61867739184563,Calm,568.7699783222743,188555.36701607573,405973.5157791834,23.716907258579702,0.9525221603491538,0.8773566025383871,3,56.31910974453352,2
